,page,country,rev_id,article_quality_est,FIPS,Name,Type,TimeFrame,Data (M),Population
32005,Lee Jung-hyun (politician),South Korean,795546256,Stub,,,,,,
32023,Ana María,Salvadoran,795573859,Start,,,,,,
32057,"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,,,,,
32060,Afega Gaualofa,Tokelauan,795631781,Stub,,,,,,
32061,Siopili Perez,Tokelauan,795633170,Stub,,,,,,
32073,Victoria Treadell,Pitcairn Islands,795649021,Start,,,,,,
32084,President of South Ossetia,South Ossetian,795669553,Start,,,,,,
32086,John Le Couteur,Jersey,795676915,C,,,,,,
32147,César Ham,Hondura,795765167,Stub,,,,,,
32178,Karl Kautsky,Czech Republic,795807571,C,,,,,,
32179,Karl von Czyhlarz,Czech Republic,795809115,Stub,,,,,,
32409,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,,,,,
32423,Jim Perchard,Jersey,796095584,Start,,,,,,
32425,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,,,,,
32445,Arturo Armando Molina,Salvadoran,796131598,Stub,,,,,,
32466,Pauli Ellefsen,Faroese,796170338,Start,,,,,,
32467,Bryan Ian Le Marquand,Jersey,796170389,Start,,,,,,
32468,Rasmus Rasmussen (writer),Faroese,796170437,C,,,,,,
32478,Mario Fernando Hernández,Hondura,796180350,Start,,,,,,
32493,Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,,,,,
32494,Warren Clive Christian,Pitcairn Islands,796203180,Stub,,,,,,
32495,Jay Warren,Pitcairn Islands,796203252,Start,,,,,,
32537,Václav Fresl,Czech Republic,796253432,Stub,,,,,,
32539,Dzeliwe of Swaziland,Swaziland,796256782,Start,,,,,,
32566,Eduardo Gauggel Rivas,Hondura,796291215,Stub,,,,,,
32587,Ale Vena Ale,Samoan,796309750,Stub,,,,,,
32618,Christoffel Brand,Cape Colony,796352977,C,,,,,,
32642,Keneti Sio,Samoan,796377891,Stub,,,,,,
32672,Josef Václav Frič,Czech Republic,796403608,Start,,,,,,
32796,Robert Alston,Pitcairn Islands,796592041,Stub,,,,,,
32800,Bernard Martínez Valerio,Hondura,796597000,Start,,,,,,
32840,Felicito Ávila,Hondura,796635107,Stub,,,,,,
32851,Henry Barkly,Cape Colony,796646347,C,,,,,,
32918,Patricia Rodas,Hondura,796709335,Start,,,,,,
32934,Roque Rodrigues,East Timorese,796722416,Stub,,,,,,
32969,Togia Sioneholo,Niuean,796747380,Stub,,,,,,
32970,Tomáš Zdechovský,Czech Republic,796749458,C,,,,,,
32973,Andrea Češková,Czech Republic,796751775,Stub,,,,,,
32975,Dana Kuchtová,Czech Republic,796752629,Stub,,,,,,
33011,Rudolf Margolius,Czech Republic,796825099,C,,,,,,
33076,Avelino Coelho da Silva,East Timorese,796886084,Stub,,,,,,
33098,Sagid Murtazaliev,Dagestani,796896055,Start,,,,,,
33156,Alla Dzhioyeva,Ossetian,796950389,C,,,,,,
33234,Lord Charles Somerset,Cape Colony,797029963,Start,,,,,,
33254,Manuel Tilman,East Timorese,797040695,Stub,,,,,,
33265,Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,,,,,
33333,Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,,,,,
33350,Charles Blé Goudé,Ivorian,797168824,C,,,,,,
33369,Adnan Jashari,Macedonia,797194590,Start,,,,,,
33370,Radmila Šekerinska,Macedonia,797194679,Start,,,,,,
33380,Akhmed Zakayev,Chechen,797214106,B,,,,,,
33398,Butterworth Stavely,Pitcairn Islands,797221428,Start,,,,,,
33446,Sheikh Mansur,Chechen,797258871,Start,,,,,,
33462,Isabel da Costa Ferreira,East Timorese,797279277,C,,,,,,
33482,John Henry (Cook Islands politician),Cook Island,797303432,Stub,,,,,,
33483,Geoffrey Henry,Cook Island,797303508,Start,,,,,,
33484,Albert Henry (politician),Cook Island,797303536,C,,,,,,
33499,Roy Welensky,Rhodesian,797314307,FA,,,,,,
33532,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,,,,,
33550,Carlos Humberto Reyes,Hondura,797385790,Start,,,,,,
33573,Abel Muzorewa,Rhodesian,797407618,C,,,,,,
33598,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,,,,,
33601,Emília Pires,East Timorese,797438594,C,,,,,,
33606,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,,,,,
33612,Peter Mohr Dam,Faroese,797450160,Stub,,,,,,
33649,Knút Wang,Faroese,797493287,Start,,,,,,
33651,Sjúrður Skaale,Faroese,797493405,C,,,,,,
33656,Ben Nsibandze,Swaziland,797494822,Stub,,,,,,
33666,Carlos López Contreras,Hondura,797499354,Stub,,,,,,
33698,František Ladislav Rieger,Czech Republic,797539957,C,,,,,,
33703,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,,,,,
33841,Sadia Argueta,Hondura,797677168,Stub,,,,,,
33851,Margarita Dabdoub Sikaffi,Hondura,797684912,Start,,,,,,
33860,Andrew Green (Jersey politician),Jersey,797693636,Stub,,,,,,
33908,Benjamin D'Urban,Cape Colony,797735815,C,,,,,,
33909,Sékou Sanogo,Ivorian,797736207,Stub,,,,,,
33913,Paul Antoine Bohoun Bouabré,Ivorian,797737768,Start,,,,,,
33921,Geraint Jennings,Jersey,797746493,Start,,,,,,
33935,Premier of Niue,Niuean,797757076,Start,,,,,,
33940,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,,,,,
33941,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,Start,,,,,,
33942,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,Start,,,,,,
33943,Prime Minister of Samoa,Samoan,797760961,C,,,,,,
33987,Yusuf bin Alawi bin Abdullah,Omani,797805284,Start,,,,,,
33990,Kim Chong-hoh,South Korean,797806095,Stub,,,,,,
34014,Prime Minister of South Ossetia,South Ossetian,797825875,Start,,,,,,
34025,Petr Mach,Czech Republic,797842545,Start,,,,,,
34053,Akiko Sugiyama,Palauan,797884160,Stub,,,,,,
34072,List of Prime Ministers of Swaziland,Swaziland,797904256,Start,,,,,,
34081,Allan Louisy,Saint Lucian,797914672,Start,,,,,,
34082,Allen Montgomery Lewis,Saint Lucian,797914793,Start,,,,,,
34113,Samira bint Mohamed Al-Moosa,Omani,797947292,Stub,,,,,,
34126,Boswell Williams,Saint Lucian,797970479,Stub,,,,,,
34134,John Charles Molteno,Cape Colony,797978795,C,,,,,,
34273,George Charles,Saint Lucian,798164824,Start,,,,,,
34277,"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,,,,,
34278,George Mallet,Saint Lucian,798165675,Start,,,,,,
34282,Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,,,,,
34283,Tofilau Eti Alesana,Samoan,798166951,Start,,,,,,
34294,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,,,,,
34330,Xanana Gusmão,East Timorese,798242613,C,,,,,,
34332,Ian Gorst,Jersey,798244483,Start,,,,,,
34356,"Government House, Montserrat",Montserratian,798265888,Start,,,,,,
34383,Chung Ho-yong,South Korean,798295710,Stub,,,,,,
34389,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,,,,,
34395,Daniel de Lisle Brock,Guernsey,798315235,C,,,,,,
34409,José Luís Guterres,East Timorese,798334210,Start,,,,,,
34477,William Porter (Attorney General),Cape Colony,798383131,C,,,,,,
34478,Jack Howman,Rhodesian,798384751,Stub,,,,,,
34482,José Tomás Ponce,Hondura,798394355,Stub,,,,,,
34491,Mary Elizabeth Flores,Hondura,798401950,Start,,,,,,
34544,Barnabas Sibusiso Dlamini,Swaziland,798454144,Start,,,,,,
34547,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,,,,,
34552,José Cecilio del Valle,Hondura,798460200,C,,,,,,
34554,José Guillermo García,Salvadoran,798460321,Start,,,,,,
34566,Julian Hunte,Saint Lucian,798468800,Start,,,,,,
34609,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,,,,,
34618,Jaroslava Moserová,Czech Republic,798490261,Start,,,,,,
34636,Ethel Tawse Jollie,Rhodesian,798492985,Start,,,,,,
34641,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,,,,,
34728,Ali Mitayev,Chechen,798580067,Start,,,,,,
34777,Lee Jae-myung,South Korean,798611948,Stub,,,,,,
34833,Efrem Eshba,Abkhazia,798644673,Stub,,,,,,
34836,Vávra Suk,Czech Republic,798648973,Stub,,,,,,
34858,Vojtěch Náprstek,Czech Republic,798686948,C,,,,,,
34865,Dahir Riyale Kahin,Somaliland,798692052,Start,,,,,,
34873,Lubomír Štrougal,Czech Republic,798705619,Start,,,,,,
34903,David Tennant (politician),Cape Colony,798742813,C,,,,,,
34922,Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,,,,,
34940,Jan Krejčí,Czech Republic,798796793,B,,,,,,
34950,Le Tagaloa Pita,Samoan,798807561,Start,,,,,,
34989,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,,,,,
34996,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,Start,,,,,,
35054,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,,,,,
35124,Radek John,Czech Republic,798944631,Stub,,,,,,
35126,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,,,,,
35141,Arsénio Bano,East Timorese,798969127,Stub,,,,,,
35228,Morella Joseph,Saint Lucian,799034545,Stub,,,,,,
35247,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,,,,,
35264,Nino Konis Santana,East Timorese,799059687,Stub,,,,,,
35267,Léon Konan Koffi,Ivorian,799061508,Stub,,,,,,
35297,Lee Nak-hoon,South Korean,799083872,C,,,,,,
35391,David Payton,Tokelauan,799209983,Stub,,,,,,
35402,David Romero Ellner,Hondura,799220342,Start,,,,,,
35496,Norma Haydee Calderón,Hondura,799300330,Stub,,,,,,
35500,Jan Jesenius,Czech Republic,799301686,C,,,,,,
35512,Donaldson Romeo,Montserratian,799317293,Start,,,,,,
35522,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,,,,,
35524,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,,,,,
35531,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,,,,,
35534,Alan David Butler,Rhodesian,799332728,Start,,,,,,
35539,Leonid Tibilov,South Ossetian,799335775,Start,,,,,,
35542,Timothy Harris,Saint Kitts and Nevis,799339256,Start,,,,,,
35545,Olman Danery Maldonado,Hondura,799341541,Stub,,,,,,
35574,Andries Stockenström,Cape Colony,799373837,B,,,,,,
35688,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,,,,,
35699,Paul Yao N'Dré,Ivorian,799484902,C,,,,,,
35737,George Carteret,Jersey,799514955,C,,,,,,
35763,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,,,,,
35778,Moosa AbdulRahman Hassan,Omani,799540696,C,,,,,,
35795,Jack William Pithey,Rhodesian,799548505,Start,,,,,,
35796,President of Rhodesia,Rhodesian,799548556,C,,,,,,
35799,Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,,,,,
35800,Ivan Christian,Pitcairn Islands,799551778,Stub,,,,,,
35801,Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,,,,,
35802,Thursday October Christian II,Pitcairn Islands,799551780,Start,,,,,,
35803,Brenda Christian,Pitcairn Islands,799551784,Start,,,,,,
35840,President of East Timor,East Timorese,799570306,Start,,,,,,
35881,Denis Walker,Rhodesian,799608339,C,,,,,,
35889,Garri Aiba,Abkhazia,799618550,Start,,,,,,
36016,Jim Marurai,Cook Island,799769949,C,,,,,,
36097,Pearlette Louisy,Saint Lucian,799842307,C,,,,,,
36120,Daniel Kablan Duncan,Ivorian,799873303,Start,,,,,,
36169,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,,,,,
36176,René Emilio Ponce,Salvadoran,799918049,Stub,,,,,,
36197,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,,,,,
36200,Ouboutou Tegremante,Saint Kitts and Nevis,799930780,Stub,,,,,,
36214,Yoo Il-ho,South Korean,799945764,Stub,,,,,,
36344,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,,,,,
36376,Augustin Thiam,Ivorian,800116906,Start,,,,,,
36400,Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,,,,,
36443,Charles Henry Darling,Cape Colony,800159179,Start,,,,,,
36459,Silvia Ayala,Hondura,800166969,Stub,,,,,,
36461,Simone Gbagbo,Ivorian,800169882,C,,,,,,
36569,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,Start,,,,,,
36571,Park Young-sun,South Korean,800258105,Start,,,,,,
36732,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,,,,,
36839,James Cowden,Rhodesian,800407772,Stub,,,,,,
36846,Herbert Chitepo,Rhodesian,800416336,C,,,,,,
36930,Guillermo Ungo,Salvadoran,800478736,Stub,,,,,,
36933,Thomas Nangle,Rhodesian,800479460,Start,,,,,,
36946,"Statue of Paul Kruger, Church Square",South African Republic,800488968,Start,,,,,,
36967,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,,,,,
36974,Josef Ježek,Czech Republic,800555146,Start,,,,,,
37049,Ricardo Álvarez Arias,Hondura,800643446,Stub,,,,,,
37054,Sotsha Dlamini,Swaziland,800650407,Stub,,,,,,
37106,Stanislaus A. James,Saint Lucian,800680583,Start,,,,,,
37122,Stephenson King,Saint Lucian,800696547,C,,,,,,
37136,Stuart Syvret,Jersey,800714278,GA,,,,,,
37155,Høgni Hoydal,Faroese,800723683,Start,,,,,,
37183,Džordže Arsov,Macedonia,800739330,Start,,,,,,
37196,Henriette Diabaté,Ivorian,800750399,Start,,,,,,
37201,Jana Bobošíková,Czech Republic,800754664,Start,,,,,,
37211,John Paterson (Cape politician),Cape Colony,800767317,C,,,,,,
37317,Inga Rhonda King,Saint Vincent and the Grenadines,800881284,Start,,,,,,
37319,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,,,,,
37342,Kwon Young-ghil,South Korean,800896932,Start,,,,,,
37343,In Jae-keun,South Korean,800896981,Stub,,,,,,
37368,Viktor Dyk,Czech Republic,800925236,C,,,,,,
37369,Alois Jirásek,Czech Republic,800925518,C,,,,,,
37436,Timothy Stamps,Rhodesian,800986051,C,,,,,,
37477,Turpal-Ali Atgeriyev,Chechen,801036587,Start,,,,,,
37497,Aveau Niko Palamo,Samoan,801057378,Stub,,,,,,
37511,Edmund Estephane,Saint Lucian,801070713,Stub,,,,,,
37524,Eduard Kokoity,South Ossetian,801087048,C,,,,,,
37540,Vaughan Lewis,Saint Lucian,801096569,Start,,,,,,
37558,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,,,,,
37566,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,,,,,
37568,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,,,,,
37612,Mark Gosche,Samoan,801142102,C,,,,,,
37640,Edward Trevor (Jersey),Jersey,801172575,Start,,,,,,
37644,Premier of Montserrat,Montserratian,801175821,Start,,,,,,
37645,Lauaki Namulauulu Mamoe,Samoan,801175876,C,,,,,,
37646,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,,,,,
37655,Tufuga Efi,Samoan,801182300,C,,,,,,
37659,Salamasina,Samoan,801186581,Start,,,,,,
37671,Efraín Bu Girón,Hondura,801194944,Stub,,,,,,
37692,Tupua Tamasese Meaʻole,Samoan,801213484,Stub,,,,,,
37827,Winston Cenac,Saint Lucian,801276622,Stub,,,,,,
37836,Félix Houphouët-Boigny,Ivorian,801282263,B,,,,,,
37840,Philip Ozouf Jr,Jersey,801284949,C,,,,,,
37843,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,Start,,,,,,
37969,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,,,,,
37970,John X. Merriman,Cape Colony,801351302,C,,,,,,
37986,Abdullah Al Saidi,Omani,801364408,Stub,,,,,,
38004,Head of Government of Tokelau,Tokelauan,801375710,Start,,,,,,
38059,Walter Antonio Chávez,Hondura,801414837,Stub,,,,,,
38063,Mpilo Walter Benson Rubusana,Cape Colony,801417570,Start,,,,,,
38188,Elvia Josefina Amador,Hondura,801499755,Stub,,,,,,
38279,Dmitry Sanakoyev,South Ossetian,801560549,Start,,,,,,
38283,Emma Hippolyte,Saint Lucian,801563305,Stub,,,,,,
38286,Emma Kruse Va'ai,Samoan,801564093,Start,,,,,,
38290,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,,,,,
38322,Túpac Amaru,Incan,801587917,C,,,,,,
38369,Falima Teao,Tokelauan,801630990,Stub,,,,,,
38386,Kristina Háfoss,Faroese,801638146,Start,,,,,,
38451,Sam Levy,Rhodesian,801716406,Start,,,,,,
38453,Humphrey Gibbs,Rhodesian,801718040,C,,,,,,
38493,Tupua Tamasese,Samoan,801746626,Stub,,,,,,
38504,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,,,,,
38515,P. K. van der Byl,Rhodesian,801795215,FA,,,,,,
38570,Savo Klimovski,Macedonia,801846630,Stub,,,,,,
38580,Henry Hugh Clifford,Cape Colony,801856640,C,,,,,,
38602,Clifford Dupont,Rhodesian,801876681,C,,,,,,
38603,Krugersdorp,South African Republic,801877418,C,,,,,,
38671,James Tennant Molteno,Cape Colony,801935094,C,,,,,,
38676,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,,,,,
38687,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,,,,,
38693,Tupua Tamasese Lealofi III,Samoan,801944573,Start,,,,,,
38708,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,,,,,
38719,Adriana Krnáčová,Czech Republic,801972898,Start,,,,,,
38753,Marlon Tábora Muñoz,Hondura,802009929,C,,,,,,
38755,Olaf Frederick Nelson,Samoan,802011301,Start,,,,,,
38758,Ondřej Liška,Czech Republic,802013967,Stub,,,,,,
38772,Zhiuli Shartava,Abkhazia,802029007,Start,,,,,,
38788,List of heads of government of Ivory Coast,Ivorian,802048749,Start,,,,,,
38797,Marcel Chládek,Czech Republic,802054500,Stub,,,,,,
38798,Miroslava Kopicová,Czech Republic,802055280,Stub,,,,,,
38799,Milan Chovanec,Czech Republic,802060218,Stub,,,,,,
38800,František Bublan,Czech Republic,802060471,Stub,,,,,,
38805,Jiří Dienstbier Jr.,Czech Republic,802069244,C,,,,,,
38812,Estanislau da Silva,East Timorese,802072802,C,,,,,,
38815,Antonio Saca,Salvadoran,802075785,C,,,,,,
38887,Labotsibeni Mdluli,Swaziland,802149787,C,,,,,,
38891,Lance Smith (politician),Rhodesian,802151785,GA,,,,,,
38893,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,,,,,
38927,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,,,,,
38939,Va'aletoa Sualauvi II,Samoan,802218035,Start,,,,,,
38976,Eustace John,Saint Kitts and Nevis,802273418,Stub,,,,,,
39023,Said bin Taimur,Omani,802317488,C,,,,,,
39062,Táňa Fischerová,Czech Republic,802360196,C,,,,,,
39067,Václav Jehlička,Czech Republic,802365998,Stub,,,,,,
39074,Michel Amani N'Guessan,Ivorian,802374350,Stub,,,,,,
39105,Richard Weston (treasurer),Guernsey,802409654,C,,,,,,
39106,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,,,,,
39119,Viliam Široký,Czech Republic,802416926,Stub,,,,,,
39319,Sirið Stenberg,Faroese,802476681,Start,,,,,,
39347,Eyðgunn Samuelsen,Faroese,802515495,Start,,,,,,
39371,Miroslav Lidinský,Czech Republic,802531379,Start,,,,,,
39374,Peter Crill,Jersey,802532217,C,,,,,,
39521,Akhmad Kadyrov,Chechen,802665757,C,,,,,,
39615,Kang Kum-sil,South Korean,802728876,Stub,,,,,,
39661,José Ramos-Horta,East Timorese,802765398,C,,,,,,
39725,Petr Cibulka,Czech Republic,802834939,Start,,,,,,
39752,Faumuina Tiatia Liuga,Samoan,802850235,Start,,,,,,
39790,Anna Šabatová,Czech Republic,802875800,Stub,,,,,,
39794,Vadim Brovtsev,South Ossetian,802882186,GA,,,,,,
39802,Jeanne Gervais,Ivorian,802893546,Stub,,,,,,
39803,Gladys Anoma,Ivorian,802893568,Stub,,,,,,
39810,"John Carteret, 2nd Earl Granville",Jersey,802912550,C,,,,,,
39835,Edva Jacobsen,Faroese,802925425,Stub,,,,,,
39840,Desmond Lardner-Burke,Rhodesian,802930161,B,,,,,,
39864,Hugo Lindo,Salvadoran,802944082,Start,,,,,,
39869,Dzhokhar Dudayev,Chechen,802950350,C,,,,,,
39871,Marco Aurelio Soto,Hondura,802955117,Start,,,,,,
39875,Park Yong-ok,South Korean,802955917,Stub,,,,,,
39917,Yuri Voronov,Abkhazia,803018106,Stub,,,,,,
39943,Fernando de Araújo (East Timorese politician),East Timorese,803043434,C,,,,,,
40000,Alajdin Demiri,Macedonia,803102189,Stub,,,,,,
40038,Aksel V. Johannesen,Faroese,803145744,Start,,,,,,
40070,Ilyas Akhmadov,Chechen,803177211,Start,,,,,,
40071,Leander Starr Jameson,Cape Colony,803177433,C,,,,,,
40164,Henry Bartle Frere,Cape Colony,803288472,B,,,,,,
40180,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,,,,,
40207,Adolph Aloys von Braun,Czech Republic,803332354,C,,,,,,
40210,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,,,,,
40251,Jeon Hye-sook,South Korean,803383030,Stub,,,,,,
40256,Toke Talagi,Niuean,803392432,C,,,,,,
40279,Darius J. Pearce,Jersey,803416400,C,,,,,,
40291,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,,,,,
40309,Dana Bérová,Czech Republic,803438779,Stub,,,,,,
40343,Ruslan Gelayev,Chechen,803469952,B,,,,,,
40458,Pachacuti,Incan,803601556,C,,,,,,
40465,Head of the Republic of Dagestan,Dagestani,803611453,Start,,,,,,
40475,Taur Matan Ruak,East Timorese,803615826,C,,,,,,
40478,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,,,,,
40481,John Bredenkamp,Rhodesian,803620246,C,,,,,,
40513,Djóni í Geil,Faroese,803656387,Start,,,,,,
40516,František Palacký,Czech Republic,803658529,C,,,,,,
40522,Lúcia Lobato,East Timorese,803664269,Start,,,,,,
40533,Schafik Handal,Salvadoran,803674894,Start,,,,,,
40561,Miroslav Kostelka,Czech Republic,803709959,Stub,,,,,,
40581,John Compton,Saint Lucian,803737879,B,,,,,,
40671,Martin Barták,Czech Republic,803793256,Stub,,,,,,
40673,Karolína Peake,Czech Republic,803794383,Start,,,,,,
40681,Arnoldo José Avilés García,Hondura,803808871,Stub,,,,,,
40698,Robert Guéï,Ivorian,803820918,Start,,,,,,
40701,List of heads of state of Ivory Coast,Ivorian,803821448,Start,,,,,,
40715,Coronado Chávez,Hondura,803835401,Stub,,,,,,
40717,Florencio Xatruch,Hondura,803835755,Start,,,,,,
40718,Ramón Villeda Morales,Hondura,803836305,Start,,,,,,
40719,Roberto Suazo Córdova,Hondura,803836472,Stub,,,,,,
40720,Rafael Leonardo Callejas Romero,Hondura,803836551,C,,,,,,
40721,Kim Un-yong,South Korean,803838269,Start,,,,,,
40791,Francis Dundas,Cape Colony,803908887,Start,,,,,,
40801,Kenny Anthony,Saint Lucian,803917686,C,,,,,,
40819,Ana Vilma de Escobar,Salvadoran,803927035,C,,,,,,
40840,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,Start,,,,,,
40870,Francis Wodié,Ivorian,803941004,C,,,,,,
40896,Francisco Xavier do Amaral,East Timorese,803969836,C,,,,,,
40928,Petr Ježek,Czech Republic,803983301,Start,,,,,,
40964,Frank Lui,Niuean,804027488,Start,,,,,,
40975,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,,,,,
41029,Denzil Douglas,Saint Kitts and Nevis,804081241,Start,,,,,,
41058,František Udržal,Czech Republic,804093764,Stub,,,,,,
41066,Ernest Lucas Guest,Rhodesian,804101492,FA,,,,,,
41078,List of vice-presidents of Ivory Coast,Ivorian,804108433,Stub,,,,,,
41100,Vicente Mejía Colindres,Hondura,804127803,Stub,,,,,,
41101,Miguel Paz Barahona,Hondura,804127877,Stub,,,,,,
41102,Rafael López Gutiérrez,Hondura,804128734,Stub,,,,,,
41104,Francisco Bertrand,Hondura,804129698,Stub,,,,,,
41105,Miguel R. Dávila,Hondura,804130200,Stub,,,,,,
41106,Manuel Bonilla,Hondura,804130440,Stub,,,,,,
41109,Terencio Sierra,Hondura,804131272,Stub,,,,,,
41110,Policarpo Bonilla,Hondura,804131604,Start,,,,,,
41112,Ponciano Leiva,Hondura,804131948,Stub,,,,,,
41116,José María Medina,Hondura,804133123,Start,,,,,,
41117,José Santos Guardiola,Hondura,804133555,Start,,,,,,
41118,Juan Lindo,Salvadoran,804134156,Start,,,,,,
41121,José Lino Matute,Hondura,804138803,Stub,,,,,,
41122,José Santiago Bueso,Hondura,804139010,Stub,,,,,,
41123,Francisco de Aguilar (politician),Hondura,804139208,Stub,,,,,,
41124,José Francisco Montes,Hondura,804139258,Stub,,,,,,
41126,Victoriano Castellanos,Hondura,804139730,Start,,,,,,
41127,Francisco Inestroza,Hondura,804139800,Stub,,,,,,
41128,Francisco Cruz Castro,Hondura,804139868,Stub,,,,,,
41129,Marcelino Mejía,Hondura,804140099,Stub,,,,,,
41130,Crescencio Gómez,Hondura,804140159,Stub,,,,,,
41131,Miguel Oquelí Bustillo,Hondura,804140314,Stub,,,,,,
41132,Francisco Bueso,Hondura,804140447,Stub,,,,,,
41137,Adan Ahmed Elmi,Somaliland,804143605,Stub,,,,,,
41157,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,C,,,,,,
41189,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,,,,,
41257,Ben Viljoen,South African Republic,804250196,C,,,,,,
41291,President of Ichkeria,Chechen,804275742,Start,,,,,,
41293,Said-Khasanom Abumuslimov,Chechen,804276832,Stub,,,,,,
41294,Vakha Arsanov,Chechen,804276940,C,,,,,,
41295,Lowry Cole,Cape Colony,804277547,Start,,,,,,
41296,Shamil Basayev,Chechen,804277603,B,,,,,,
41297,Supyan Abdullayev,Chechen,804277842,Start,,,,,,
41304,Zelimkhan Yandarbiyev,Chechen,804279009,C,,,,,,
41305,Aslan Maskhadov,Chechen,804279119,C,,,,,,
41306,Abdul-Halim Sadulayev,Chechen,804279165,C,,,,,,
41307,Dokka Umarov,Chechen,804279341,B,,,,,,
41334,Malietoa Tanumafili II,Samoan,804303257,C,,,,,,
41404,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,GA,,,,,,
41411,"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,,,,,
41420,Alan Simon Crowcroft,Jersey,804372746,Start,,,,,,
41426,Fuimaono Naoia Tei,Samoan,804379271,Stub,,,,,,
41427,Fuiono Senio,Samoan,804379277,Stub,,,,,,
41465,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,,,,,
41556,James Rose Innes,Cape Colony,804497413,GA,,,,,,
41599,Túpac Katari,Incan,804527512,C,,,,,,
41602,Mauricio Funes,Salvadoran,804528819,GA,,,,,,
41607,Havilland de Sausmarez,Guernsey,804532628,Start,,,,,,
41619,Vice President of El Salvador,Salvadoran,804538892,Start,,,,,,
